"ordering","paper","publication_date","city","state","region","trade_type","market_label","sampling_date","market_sector","capturing_sector","species_id","genus","family","order","superorder","elasmobranchii_or_teleostei","dna_technique","dna_analysis","gene","iucn_redlist_(paper_status)","iucn_redlist_(updated_status)","redbook_status_(445/2014)","redbook_status_(148/2022)","cites_listed_species","mislabel(in53)","endemic_species","ps"
"A0082","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","guitarfish","guitarfish","43546.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","CR","CR","EN","EN","no","yes","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0083","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","guitarfish","guitarfish","43548.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","CR","CR","EN","EN","no","yes","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0084","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","guitarfish","guitarfish","43562.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","CR","CR","EN","EN","no","yes","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0085","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","guitarfish","guitarfish","43569.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","CR","CR","EN","EN","no","yes","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0086","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","guitarfish","guitarfish","43569.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","CR","CR","EN","EN","no","yes","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0087","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","guitarfish","guitarfish","43593.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","CR","CR","EN","EN","no","yes","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0088","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","guitarfish","guitarfish","43593.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","CR","CR","EN","EN","no","yes","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0089","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","guitarfish","guitarfish","43593.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","CR","CR","EN","EN","no","yes","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0090","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","guitarfish","guitarfish","43593.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","CR","CR","EN","EN","no","yes","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0091","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","guitarfish","guitarfish","43593.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","CR","CR","EN","EN","no","yes","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0092","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","guitarfish","guitarfish","43593.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","CR","CR","EN","EN","no","yes","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0093","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","guitarfish","guitarfish","43593.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","CR","CR","EN","EN","no","yes","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0094","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","guitarfish","guitarfish","43593.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","CR","CR","EN","EN","no","yes","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0095","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","guitarfish","guitarfish","43595.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","CR","CR","EN","EN","no","yes","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0096","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","guitarfish","guitarfish","43595.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","CR","CR","EN","EN","no","yes","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0097","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","guitarfish","guitarfish","43595.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","CR","CR","EN","EN","no","yes","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0098","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","guitarfish","guitarfish","43629.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","CR","CR","EN","EN","no","yes","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0099","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","guitarfish","guitarfish","43629.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","CR","CR","EN","EN","no","yes","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0100","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","ray","Ray","43678.0","fish market","Fishing Company","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","CytB","CR","CR","EN","EN","no","no","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0101","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","ray","Ray","43756.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","CytB","CR","CR","EN","EN","no","no","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0102","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","guitarfish","guitarfish","43762.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","CR","CR","EN","EN","no","yes","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0103","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","guitarfish","guitarfish","43762.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","CR","CR","EN","EN","no","yes","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0104","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","guitarfish","guitarfish","43762.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","CR","CR","EN","EN","no","yes","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0105","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","ray","Ray","43762.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","CR","CR","EN","EN","no","no","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0106","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","ray","Ray","43762.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","CytB","CR","CR","EN","EN","no","no","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0107","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","guitarfish","guitarfish","43765.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","CR","CR","EN","EN","no","yes","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0108","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","guitarfish","guitarfish","43765.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","CytB","CR","CR","EN","EN","no","yes","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0109","Alvarenga et al. 2021","2021","Niterói","Rio de Janeiro","Southeast","ray","Ray","43766.0","fish market","NA","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","CR","CR","EN","EN","no","no","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0110","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","ray","Ray","43678.0","fish market","Fishing Company","Atlantoraja cyclophora","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","CytB","EN","EN","VU","VU","no","no","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A0111","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","shark","shark","43608.0","fish market","NA","Carcharhinus acronotus","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","NT","EN","NT","NA","no","no","no","NA"
"A0112","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","shark","shark","43606.0","fish market","NA","Carcharhinus brevipinna","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","VU","VU","DD","NA","no","no","no","NA"
"A0113","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","shark","shark","43765.0","fish market","NA","Carcharhinus brevipinna","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","VU","VU","DD","NA","no","no","no","NA"
"A0114","Alvarenga et al. 2021","2021","Niterói","Rio de Janeiro","Southeast","shark","shark","43096.0","fish market","NA","Carcharhinus falciformis","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","VU","VU","NT","NA","Appendix II","no","no","NA"
"A0115","Alvarenga et al. 2021","2021","Niterói","Rio de Janeiro","Southeast","shark","shark","43096.0","fish market","NA","Carcharhinus falciformis","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","VU","VU","NT","NA","Appendix II","no","no","NA"
"A0116","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","guitarfish","guitarfish","43247.0","fish market","NA","Carcharhinus falciformis","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","VU","VU","NT","NA","Appendix II","yes","no","NA"
"A0117","Alvarenga et al. 2021","2021","Maricá","Rio de Janeiro","Southeast","shark","shark","43251.0","fish market","NA","Carcharhinus falciformis","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","phylogenetics","CytB","VU","VU","NT","NA","Appendix II","no","no","NA"
"A0118","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","shark","shark","43593.0","fish market","NA","Carcharhinus falciformis","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","VU","VU","NT","NA","Appendix II","no","no","NA"
"A0119","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","shark","shark","43593.0","fish market","NA","Carcharhinus falciformis","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","VU","VU","NT","NA","Appendix II","no","no","NA"
"A0120","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","shark","shark","43593.0","fish market","NA","Carcharhinus falciformis","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","VU","VU","NT","NA","Appendix II","no","no","NA"
"A0121","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","shark","shark","43595.0","fish market","NA","Carcharhinus falciformis","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","phylogenetics","CytB","VU","VU","NT","NA","Appendix II","no","no","NA"
"A0122","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","shark","shark","43595.0","fish market","NA","Carcharhinus falciformis","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","phylogenetics","CytB","VU","VU","NT","NA","Appendix II","no","no","NA"
"A0123","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","shark","shark","43596.0","fish market","NA","Carcharhinus falciformis","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","phylogenetics","CytB","VU","VU","NT","NA","Appendix II","no","no","NA"
"A0124","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","shark","shark","43596.0","fish market","NA","Carcharhinus falciformis","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","phylogenetics","CytB","VU","VU","NT","NA","Appendix II","no","no","NA"
"A0125","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","shark","shark","43596.0","fish market","NA","Carcharhinus falciformis","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","VU","VU","NT","NA","Appendix II","no","no","NA"
"A0126","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","shark","shark","43608.0","fish market","NA","Carcharhinus falciformis","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","phylogenetics","CytB","VU","VU","NT","NA","Appendix II","no","no","NA"
"A0127","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","shark","shark","43629.0","fish market","NA","Carcharhinus falciformis","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","VU","VU","NT","NA","Appendix II","no","no","NA"
"A0128","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","shark","shark","43756.0","fish market","NA","Carcharhinus falciformis","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","VU","VU","NT","NA","Appendix II","no","no","NA"
"A0129","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","shark","shark","43762.0","fish market","NA","Carcharhinus falciformis","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","VU","VU","NT","NA","Appendix II","no","no","NA"
"A0130","Alvarenga et al. 2021","2021","Rio de Janeiro","Rio de Janeiro","Southeast","shark","shark","43762.0","fish market","NA","Carcharhinus falciformis","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","phylogenetics","COI andCytB","VU","VU","NT","NA","Appendix II","no","no","NA"
